direction,time,plate,make,model,color
North,2020-05-20T16:16:40Z,EXO-3624,Hyundai,Accent,Grey
North,2020-05-20T16:16:43Z,VOP-2360,Ford,F-150,Black
North,2020-05-20T16:16:44Z,KYT-0712,Scion,xB,Silver
North,2020-05-20T16:16:46Z,TPG-0037,Mercedes,C-Series,Black
North,2020-05-20T16:16:48Z,YRI-5772,Ford,Focus,Red
North,2020-05-20T16:16:53Z,WCO-9973,Alfa Romeo,Giulia,Red
North,2020-05-20T16:16:55Z,SUL-5698,Jeep,Wrangler,Black
North,2020-05-20T16:16:59Z,TAN-8731,Tesla,Model S,Silver
North,2020-05-20T16:17:00Z,IXX-2226,Toyota,Prius,Red
North,2020-05-20T16:17:02Z,OAY-9406,Jeep,Cherokee,Beige
North,2020-05-20T16:17:09Z,QTI-0824,BMW,5-Series,Black
North,2020-05-20T16:17:10Z,UJT-7501,Mercedes,CLS,White
North,2020-05-20T16:17:14Z,BMN-2670,Nissan,Altima,Beige
North,2020-05-20T16:17:18Z,NHZ-3480,Tesla,Model S,Silver
North,2020-05-20T16:17:20Z,EDJ-6409,Chevy,Silverado,White
North,2020-05-20T16:17:34Z,CDV-5917,BMW,5-Series,Black
North,2020-05-20T16:17:38Z,NVI-4058,Mercedes,S-Class,White
North,2020-05-20T16:17:46Z,FNU-4238,Ford,Crown Victoria,Beige
North,2020-05-20T16:17:47Z,ZCP-5840,Infiniti,QX60,Grey
North,2020-05-20T16:17:57Z,ZBR-5743,Cadillac,Escalade,White
North,2020-05-20T16:17:59Z,EHJ-0905,Chevy,Cruze,Red
North,2020-05-20T16:18:10Z,RSR-1376,Dodge,Avenger,Red
North,2020-05-20T16:18:12Z,GLO-9259,Nissan,Versa,Blue
North,2020-05-20T16:18:19Z,IFC-0589,Jeep,Cherokee,White
North,2020-05-20T16:18:24Z,ORP-7691,Lexus,GX,White
North,2020-05-20T16:18:38Z,NAK-7862,Chevy,Silverado,White
North,2020-05-20T16:18:42Z,WDN-2834,Volkswagen,Passat,Grey
North,2020-05-20T16:18:44Z,WVA-3345,Toyota,Rav-4,Blue
North,2020-05-20T16:18:49Z,DUN-0572,Nissan,350Z,Silver
North,2020-05-20T16:18:51Z,LXT-8379,Ford,Mustang,Black
North,2020-05-20T16:18:53Z,FVV-7276,Toyota,Sienna,Beige
North,2020-05-20T16:18:57Z,BDQ-4922,Mazda,Tribute,Beige
North,2020-05-20T16:19:00Z,ODI-6620,Toyota,Sequoia,Grey
North,2020-05-20T16:19:05Z,GIS-9202,Dodge,Journey,White
North,2020-05-20T16:19:09Z,SQJ-0569,Nissan,Juke,Orange
North,2020-05-20T16:19:12Z,SQX-9822,Honda,Civic,Red
North,2020-05-20T16:19:13Z,HYE-6708,Hyundai,Santa Fe,Beige
North,2020-05-20T16:19:17Z,IUZ-6617,Mercedes,GLK-Class,White
North,2020-05-20T16:19:27Z,DHP-1235,Chevy,Kodiak,White
North,2020-05-20T16:19:29Z,EDQ-3417,Honda,S-3000,Silver
North,2020-05-20T16:19:35Z,RMS-1952,Chevy,Silverado,Grey
North,2020-05-20T16:19:54Z,PWD-4105,Subaru,Legacy,White
North,2020-05-20T16:19:57Z,EXC-7174,Acura,MDX,White
North,2020-05-20T16:20:03Z,VPA-1757,Kia,Santa Fe,White
North,2020-05-20T16:20:18Z,TYE-6592,Kia,Sedona,Black
North,2020-05-20T16:20:32Z,TQK-0779,Toyota,Tacoma,Black
North,2020-05-20T16:20:36Z,YSR-7690,Chevy,Silverado,White
North,2020-05-20T16:20:36Z,EIQ-6654,Chevy,Avalanche,White
North,2020-05-20T16:20:39Z,AZK-7363,Chevy,Corvette,Black
North,2020-05-20T16:20:41Z,BBP-5098,Honda,Civic,Black
North,2020-05-20T16:20:45Z,HAK-1130,Chevy,Tahoe,Black
North,2020-05-20T16:20:47Z,EJF-0207,Volkswagen,Eos,Red
North,2020-05-20T16:20:50Z,GYA-2059,Honda,Avalanche,White
North,2020-05-20T16:20:53Z,KQV-0518,Saab,93,Black
North,2020-05-20T16:20:57Z,KIP-9091,Chevy,Avalanche,White
North,2020-05-20T16:21:04Z,LVP-4480,Mazda,5,Grey
North,2020-05-20T16:21:07Z,BSN-6870,Toyota,4Runner,Grey
North,2020-05-20T16:21:10Z,BLE-0242,Nissan,Maxima,Beige
North,2020-05-20T16:21:15Z,KQU-7408,Toyota,86,Black
North,2020-05-20T16:21:33Z,PER-0073,Toyota,Sienna,Beige
North,2020-05-20T16:21:37Z,BOH-2787,Toyota,Rav-4,White
North,2020-05-20T16:21:38Z,APZ-8859,Subaru,BRZ,Grey
North,2020-05-20T16:21:43Z,OBF-2924,Ford,F-150,White
North,2020-05-20T16:21:53Z,WOL-2322,Nissan,Sentra,Grey
North,2020-05-20T16:22:24Z,UGV-9600,GMC,Yukon,Black
North,2020-05-20T16:22:34Z,QUL-9555,Chevy,Cruze,Silver
North,2020-05-20T16:22:38Z,OXO-9491,Buick,Encore,Silver
North,2020-05-20T16:22:44Z,JIL-4176,Nissan,Kicks,Silver
North,2020-05-20T16:22:54Z,HDL-8383,Toyota,86,Black
North,2020-05-20T16:22:59Z,ZUF-5636,Honda,Odyssey,Grey
North,2020-05-20T16:23:02Z,LLQ-3392,Mercedes,CLA-Class,Red
North,2020-05-20T16:23:04Z,EBM-9038,Jeep,Renegade,Silver
North,2020-05-20T16:23:09Z,YEJ-5804,Toyota,86,Black
North,2020-05-20T16:23:15Z,JYK-6855,Ford,Ranger,White
North,2020-05-20T16:23:19Z,QHO-4338,Lincoln,Towncar,Silver
North,2020-05-20T16:23:24Z,JWA-2426,Chevy,Camaro,Black
North,2020-05-20T16:23:25Z,SFX-3253,GMC,Denali,Black
North,2020-05-20T16:23:36Z,BAI-1309,Porsche,Macon,Black
North,2020-05-20T16:23:44Z,AWP-4572,Toyota,Sequoia,Grey
North,2020-05-20T16:23:49Z,DDD-3398,Nissan,Versa,Blue
North,2020-05-20T16:23:50Z,SZS-4065,Dodge,Dart,Silver
North,2020-05-20T16:23:52Z,ERN-7954,Toyota,86,Black
North,2020-05-20T16:23:55Z,CYF-4511,Kia,Sedona,Black
North,2020-05-20T16:23:57Z,YIR-4989,Chevy,Express,White
North,2020-05-20T16:24:00Z,XND-8915,GMC,Safari,White
North,2020-05-20T16:24:09Z,HPM-6245,Toyota,Camry,White
North,2020-05-20T16:24:20Z,KSP-7528,Ford,Ranger,White
North,2020-05-20T16:24:26Z,LPM-5227,Mini,Cooper,Orange
North,2020-05-20T16:24:30Z,AEX-9931,Chevy,Colorado,Black
North,2020-05-20T16:24:39Z,GLO-5115,Volkswagen,Golf,Grey
North,2020-05-20T16:24:46Z,MMQ-0055,Toyota,Corolla,Black
North,2020-05-20T16:24:50Z,NHT-3861,Mercedes,CLS,White
North,2020-05-20T16:24:54Z,NGX-5339,Kia,Santa Fe,White
North,2020-05-20T16:25:02Z,JEH-9782,Chevy,Equinox,White
North,2020-05-20T16:25:07Z,ODO-3089,Dodge,Grand Caravan,White
North,2020-05-20T16:25:14Z,FUM-5047,Nissan,Xterra,Beige
North,2020-05-20T16:25:16Z,JOD-0494,Chevy,Trailblazer,Beige
North,2020-05-20T16:25:43Z,CMU-8799,Tesla,Model S,Silver
North,2020-05-20T16:25:50Z,KZY-9528,Dodge,Durango,Black
North,2020-05-20T16:25:54Z,GEL-9626,Ford,F-450,White
North,2020-05-20T16:25:57Z,PII-3723,Lexus,CT,White
North,2020-05-20T16:26:00Z,LBP-7781,Toyota,Forerunner,White
North,2020-05-20T16:26:03Z,GER-8219,Acura,MDX,Black
North,2020-05-20T16:26:06Z,YTO-4873,Ford,Crown Victoria,Beige
North,2020-05-20T16:26:13Z,TOE-7135,Mazda,5,Grey
North,2020-05-20T16:26:18Z,HZM-3476,Infiniti,Q50,Grey
North,2020-05-20T16:26:20Z,IGO-3828,Lexus,NX,Black
North,2020-05-20T16:26:35Z,JTZ-3835,Ford,F-150,Red
North,2020-05-20T16:26:43Z,BSB-7864,Ford,F-450,White
North,2020-05-20T16:26:44Z,QQO-7042,Lexus,CT,White
North,2020-05-20T16:26:49Z,KLW-4297,Ford,Explorer,Grey
North,2020-05-20T16:27:02Z,IHD-6492,Kia,Sedona,Black
North,2020-05-20T16:27:11Z,KVC-0052,Mazda,CX-30,Grey
North,2020-05-20T16:27:12Z,GAG-3107,Chevy,Silverado,Black
North,2020-05-20T16:27:19Z,KVO-6303,Mercedes,C-Series,Black
North,2020-05-20T16:27:22Z,PQI-5280,BMW,X5,Black
North,2020-05-20T16:27:26Z,CPV-2440,Infiniti,QX60,Grey
North,2020-05-20T16:27:33Z,ZRU-2804,Toyota,Highlander,Black
North,2020-05-20T16:27:35Z,UFK-7642,Toyota,Highlander,Red
North,2020-05-20T16:27:38Z,TCV-2196,Land Rover,LR4,Grey
North,2020-05-20T16:27:43Z,ARQ-9418,GMC,Sierra,Red
North,2020-05-20T16:27:57Z,ANL-6436,Ford,Escape,Silver
North,2020-05-20T16:28:05Z,JDY-2126,Hyundai,Sonata,Silver
North,2020-05-20T16:28:30Z,YVG-7120,GMC,Acadia,Blue
North,2020-05-20T16:28:33Z,LNI-8491,Mazda,5,Grey
North,2020-05-20T16:28:38Z,HNM-3516,Mercedes,CLA-Class,Red
North,2020-05-20T16:28:40Z,UCU-9058,Volkswagen,Golf,Black
North,2020-05-20T16:28:41Z,NSV-1361,Kia,Stinger,Red
North,2020-05-20T16:29:06Z,DFY-9735,Toyota,Rav-4,Grey
North,2020-05-20T16:29:07Z,XSW-3195,Mercedes,CLA-Class,Red
North,2020-05-20T16:29:15Z,SOX-9750,Chevy,Camaro,White
North,2020-05-20T16:29:17Z,IUH-1271,Nissan,Rogue,Blue
North,2020-05-20T16:29:20Z,FPM-7522,Nissan,Sentra,Grey
North,2020-05-20T16:29:21Z,VRY-3178,Chevy,Camaro,Black
North,2020-05-20T16:29:35Z,BOF-9975,Jeep,Cherokee,Grey
North,2020-05-20T16:29:38Z,ZKC-8436,Toyota,Prius,Silver
North,2020-05-20T16:29:41Z,WAM-3391,Honda,Accord,Grey
North,2020-05-20T16:29:42Z,YKC-6576,Ford,Transit,White
North,2020-05-20T16:29:51Z,ACS-3461,Ford,F-350,White
North,2020-05-20T16:29:56Z,UYW-1085,Infiniti,QX30,Black
North,2020-05-20T16:29:59Z,KVC-8831,Nissan,Kicks,Silver
North,2020-05-20T16:30:05Z,UQJ-4235,Chevy,Silverado,Grey
North,2020-05-20T16:30:26Z,AII-6765,Chevy,Suburban,Black
North,2020-05-20T16:30:31Z,DRQ-0977,Buick,LaCrosse,White
North,2020-05-20T16:30:36Z,YFC-8042,Lincoln,Towncar,Beige
North,2020-05-20T16:30:38Z,SWM-2389,Scion,xB,Yellow
North,2020-05-20T16:30:43Z,TRQ-9913,Audi,Q7,Grey
North,2020-05-20T16:31:20Z,LPG-5301,Toyota,Corolla,Silver
North,2020-05-20T16:31:22Z,RDN-6887,Toyota,Camry,Black
North,2020-05-20T16:31:26Z,MLE-8879,GMC,Canyon,Silver
North,2020-05-20T16:31:31Z,SIS-1618,Jeep,Grand Cherokee,Grey
North,2020-05-20T16:31:42Z,NMV-5166,Jeep,Renegade,Silver
North,2020-05-20T16:31:45Z,WPE-6883,Lexus,LX,Black
North,2020-05-20T16:31:48Z,STQ-5076,Chevy,Malibu,White
North,2020-05-20T16:31:50Z,ADA-9205,Ford,F-150,Black
North,2020-05-20T16:31:53Z,PKW-0654,Toyota,Venza,Silver
North,2020-05-20T16:31:57Z,VPY-5250,Chevy,Camaro,Yellow
North,2020-05-20T16:32:01Z,EQW-2372,Chevy,Silverado,White
North,2020-05-20T16:32:03Z,BIX-2133,Nissan,Sentra,Silver
North,2020-05-20T16:32:19Z,TKP-5209,Nissan,Titan,White
North,2020-05-20T16:32:23Z,ONV-8378,Subaru,BRZ,Silver
North,2020-05-20T16:32:27Z,FXA-9327,Toyota,Matrix,Grey
North,2020-05-20T16:32:36Z,TBH-8482,Ford,Edge,Silver
North,2020-05-20T16:32:45Z,MVR-7602,Dodge,Journey,White
North,2020-05-20T16:32:47Z,QFY-4844,Saab,93,Black
North,2020-05-20T16:32:52Z,PEP-3806,Dodge,Ram,White
North,2020-05-20T16:33:10Z,GDW-3259,Honda,Pilot,Silver
North,2020-05-20T16:33:17Z,VAD-4416,GMC,Yukon,Black
North,2020-05-20T16:33:24Z,UDK-7052,Nissan,Murano,Black
North,2020-05-20T16:33:26Z,NRY-5747,GMC,Denali,Black
North,2020-05-20T16:33:29Z,JFP-0451,Nissan,Titan,White
North,2020-05-20T16:33:32Z,WNT-6942,Lincoln,Towncar,Beige
North,2020-05-20T16:33:35Z,FRN-3416,Kia,Spectra,Black
North,2020-05-20T16:33:39Z,DNY-2907,Mazda,CX-5,Grey
North,2020-05-20T16:33:57Z,CNJ-8246,Acura,RDX,Black
North,2020-05-20T16:34:00Z,EGB-2474,Chevy,Kodiak,White
North,2020-05-20T16:34:15Z,JUL-0016,Honda,Civic,Black
North,2020-05-20T16:34:21Z,PUV-8744,Chevy,Silverado,White
North,2020-05-20T16:34:50Z,DMY-6517,Toyota,Rav-4,White
North,2020-05-20T16:34:52Z,ZIQ-4628,Mercedes,S-Class,White
North,2020-05-20T16:35:04Z,SLM-3798,Land Rover,LR4,Grey
North,2020-05-20T16:35:18Z,IWS-3518,Dodge,Journey,White
North,2020-05-20T16:35:25Z,NXS-1845,Tesla,Model S,Silver
North,2020-05-20T16:35:36Z,KAD-2432,Cadillac,SRX,White
North,2020-05-20T16:35:42Z,JWN-8490,Ford,Mustang,Red
North,2020-05-20T16:35:51Z,YBO-1164,Toyota,Land Cruiser,Green
North,2020-05-20T16:35:53Z,ENP-6151,Lexus,RX,Blue
North,2020-05-20T16:36:16Z,BTH-3499,Ford,F-350,White
North,2020-05-20T16:36:21Z,WEX-2491,Toyota,Sequoia,White
North,2020-05-20T16:36:47Z,PNN-2443,Jeep,Cherokee,Silver
North,2020-05-20T16:36:51Z,IEQ-7370,Ford,Transit,Blue
North,2020-05-20T16:36:52Z,NWX-7849,Mercedes,S-Class,White
North,2020-05-20T16:37:09Z,BMC-1683,Honda,Ridgeline,Black
North,2020-05-20T16:37:11Z,JIQ-1665,Saab,93,Black
North,2020-05-20T16:37:30Z,JKK-5660,Jeep,Gladiator,Green
North,2020-05-20T16:37:31Z,VHQ-1375,Kia,Sorento,Grey
North,2020-05-20T16:37:33Z,DFV-9805,Chevy,Silverado,White
North,2020-05-20T16:37:39Z,XLU-6256,Toyota,Tundra,Grey
North,2020-05-20T16:37:42Z,RNA-2774,Hyundai,Elantra,Silver
North,2020-05-20T16:37:45Z,SIF-9715,Porsche,Macon,Black
North,2020-05-20T16:37:46Z,RLA-1243,Buick,Enclave,Beige
North,2020-05-20T16:37:50Z,ALS-9803,Audi,Q5,Black
North,2020-05-20T16:37:51Z,WUN-0335,Honda,CR-V,Silver
North,2020-05-20T16:37:54Z,MQX-9342,Ford,Escape,Red
North,2020-05-20T16:37:58Z,JPA-0280,Subaru,BRZ,Grey
North,2020-05-20T16:38:06Z,WSF-9830,Subaru,Forester,Green
North,2020-05-20T16:38:10Z,NLU-1678,Ford,E-250,White
North,2020-05-20T16:38:13Z,PIL-1468,Honda,Ridgeline,Black
North,2020-05-20T16:38:17Z,RLH-9262,Hyundai,Genesis,Black
North,2020-05-20T16:38:19Z,PDZ-4038,Infiniti,QX60,Grey
North,2020-05-20T16:38:24Z,RJX-4162,Lexus,SC,White
North,2020-05-20T16:38:34Z,BZJ-7803,Chevy,Cavalier,Silver
North,2020-05-20T16:38:47Z,GBL-2643,Nissan,Versa,Blue
North,2020-05-20T16:39:01Z,MHS-8223,Toyota,Prius,Silver
North,2020-05-20T16:39:05Z,ATO-5794,Mercedes,GLC-Class,White
North,2020-05-20T16:39:14Z,DAP-1630,Infiniti,QX60,Grey
North,2020-05-20T16:39:19Z,AFQ-5617,Ford,F-150,Black
North,2020-05-20T16:39:21Z,NPX-0320,Jeep,Cherokee,White
North,2020-05-20T16:39:27Z,PFG-4167,Audi,Q7,Grey
North,2020-05-20T16:39:34Z,NRU-3963,Honda,Civic,Silver
North,2020-05-20T16:39:41Z,DPT-4130,Nissan,Xterra,Beige
North,2020-05-20T16:39:47Z,QWD-2018,Mercedes,S-Class,White
North,2020-05-20T16:39:58Z,EOQ-1926,GMC,Terrain,Silver
North,2020-05-20T16:40:27Z,KXK-8117,Acura,TL,Grey
North,2020-05-20T16:40:44Z,IYR-5417,Audi,Q7,Grey
North,2020-05-20T16:40:47Z,XHS-9295,BMW,X5,Black
North,2020-05-20T16:40:49Z,MZR-4709,Subaru,BRZ,Silver
North,2020-05-20T16:40:58Z,KAR-4153,Audi,Q7,White
North,2020-05-20T16:41:07Z,MFK-7530,Mercedes,CLS,White
North,2020-05-20T16:41:12Z,MPN-7848,Nissan,Altima,Black
North,2020-05-20T16:41:33Z,DTW-6932,Ford,Fusion,Silver
North,2020-05-20T16:41:35Z,MGV-0073,Lexus,ES,Silver
North,2020-05-20T16:41:46Z,NDC-5405,Chrysler,200,Silver
North,2020-05-20T16:41:51Z,HRF-9623,Infiniti,QX60,Grey
North,2020-05-20T16:41:55Z,KSP-8577,Cadillac,SRX,Silver
North,2020-05-20T16:41:58Z,GLR-1449,Chevy,Cavalier,Silver
North,2020-05-20T16:42:02Z,UGR-0037,Ford,F-150,Black
North,2020-05-20T16:42:04Z,PRL-3594,Lexus,LX,White
North,2020-05-20T16:42:19Z,GIF-7767,Porsche,Cayman,Black
North,2020-05-20T16:42:23Z,TDD-9647,Nissan,Altima,Grey
North,2020-05-20T16:42:27Z,PBS-2703,Toyota,Prius,Silver
North,2020-05-20T16:42:29Z,QQK-5157,Jeep,Renegade,Silver
North,2020-05-20T16:42:33Z,OIA-9387,Toyota,Tundra,Beige
North,2020-05-20T16:42:35Z,ZCU-8505,Jeep,Cherokee,Grey
North,2020-05-20T16:42:44Z,MIZ-2404,Land Rover,LR4,Grey
North,2020-05-20T16:42:50Z,JCZ-4538,Honda,Civic,Blue
North,2020-05-20T16:43:04Z,ZJJ-2034,Nissan,Pathfinder,Grey
North,2020-05-20T16:43:06Z,QVF-0473,Ford,Crown Victoria,Beige
North,2020-05-20T16:43:13Z,KFZ-6497,Lincoln,Navigator,Black
North,2020-05-20T16:43:16Z,ESZ-5001,Mitsubishi,Lancer,Silver
North,2020-05-20T16:43:22Z,NAY-5128,Porsche,Panamera,Black
North,2020-05-20T16:43:34Z,XKL-1728,Honda,Accord,Grey
North,2020-05-20T16:43:36Z,IWP-4082,Toyota,Highlander,Red
North,2020-05-20T16:43:38Z,HHO-8803,Lexus,GX,Grey
North,2020-05-20T16:43:41Z,FLK-8922,Toyota,Avalon,Blue
North,2020-05-20T16:43:46Z,VZH-0821,Infiniti,QX50,Black
North,2020-05-20T16:43:56Z,THZ-2597,Honda,Pilot,Grey
North,2020-05-20T16:43:59Z,ODA-4600,Ford,Police Interceptor,Black
North,2020-05-20T16:44:13Z,GRO-3909,Porsche,Cayman,Black
North,2020-05-20T16:44:22Z,UMG-6161,Porsche,Panamera,Black
North,2020-05-20T16:44:32Z,HRE-0360,Toyota,Rav-4,Grey
North,2020-05-20T16:44:33Z,IOM-5294,Chevy,Equinox,Silver
North,2020-05-20T16:44:42Z,FZR-6203,Lexus,LX,Black
North,2020-05-20T16:45:03Z,XWC-7021,Lexus,ES,Silver
North,2020-05-20T16:45:16Z,YTI-2227,Saab,93,Black
North,2020-05-20T16:45:31Z,HWW-7361,Dodge,Ram,White
North,2020-05-20T16:45:33Z,OAG-3614,Land Rover,Discovery,Grey
North,2020-05-20T16:45:48Z,ENG-6621,Honda,Accord,Black
North,2020-05-20T16:46:04Z,GML-5291,Toyota,Highlander,Grey
North,2020-05-20T16:46:07Z,XSW-8853,Toyota,4Runner,Black
North,2020-05-20T16:46:09Z,XGL-2068,Fiat,500,Grey
North,2020-05-20T16:46:12Z,EOZ-4476,Ford,Fiesta,White
North,2020-05-20T16:46:23Z,PBC-4753,Chevy,Cruze,Red
North,2020-05-20T16:46:26Z,PZY-6499,Mercedes,CLS,White
North,2020-05-20T16:46:29Z,YWF-8838,Dodge,Avenger,Red
North,2020-05-20T16:47:00Z,XIC-5197,Ford,F-450,White
North,2020-05-20T16:47:08Z,PHX-9395,Lexus,NX,Black
North,2020-05-20T16:47:18Z,ZUK-5811,Chevy,Traverse,Black
North,2020-05-20T16:47:19Z,WHT-6091,Chevy,Malibu,Grey
North,2020-05-20T16:47:20Z,YDT-6945,Buick,LaCrosse,Beige
North,2020-05-20T16:47:26Z,QYP-4134,Volkswagen,Tiguan,Black
North,2020-05-20T16:47:29Z,UBZ-9879,Mazda,3,White
North,2020-05-20T16:47:37Z,QCR-9287,Toyota,Land Cruiser,Grey
North,2020-05-20T16:47:39Z,FHS-8253,Honda,Civic,Red
North,2020-05-20T16:47:41Z,TXR-4719,Chevy,Express,White
North,2020-05-20T16:47:44Z,PGS-3164,Ford,Expedition,Black
North,2020-05-20T16:47:49Z,JWN-5320,Subaru,Crosstrek,Orange
North,2020-05-20T16:47:50Z,JKP-4512,Audi,Q5,Black
North,2020-05-20T16:47:57Z,DKX-8552,Subaru,Crosstrek,Orange
North,2020-05-20T16:47:59Z,ANP-8999,Nissan,Sentra,Grey
North,2020-05-20T16:48:02Z,CAP-4670,Dodge,Durango,Black
North,2020-05-20T16:48:18Z,DBM-9344,Mitsubishi,Outlander,Black
North,2020-05-20T16:48:20Z,PRG-7072,Toyota,4Runner,Black
North,2020-05-20T16:48:21Z,OLY-7016,Mercedes,GLK-Class,Silver
North,2020-05-20T16:48:24Z,QGS-6259,Chevy,Silverado,White
North,2020-05-20T16:48:27Z,ZUJ-4131,Toyota,Venza,Silver
North,2020-05-20T16:48:30Z,HMK-9339,Kia,Rio,Grey
North,2020-05-20T16:48:38Z,KBW-5609,Dodge,Grand Caravan,White
North,2020-05-20T16:48:54Z,MKB-7504,Honda,Fit,Silver
North,2020-05-20T16:48:57Z,NLJ-1147,Cadillac,SRX,White
North,2020-05-20T16:49:00Z,YQP-8598,Chevy,Trailblazer,Beige
North,2020-05-20T16:49:04Z,VIM-7061,Nissan,XE,Black
North,2020-05-20T16:49:06Z,EXH-6976,Honda,Accord,Grey
North,2020-05-20T16:49:07Z,GUW-3833,Volkswagen,Golf,Black
North,2020-05-20T16:49:11Z,IAZ-0305,Honda,Accord,Grey
North,2020-05-20T16:49:25Z,AWA-8863,Mercedes,E-Class,Black
North,2020-05-20T16:49:26Z,BZG-8921,Honda,S-3000,Silver
North,2020-05-20T16:49:27Z,JJN-7969,Volkswagen,Passat,Grey
North,2020-05-20T16:49:29Z,QBX-3129,Hyundai,Tucson,Blue
North,2020-05-20T16:49:34Z,KJV-7071,Nissan,Sentra,Black
North,2020-05-20T16:49:36Z,ZDE-2681,Honda,Pilot,White
North,2020-05-20T16:49:43Z,ICZ-7928,Chevy,Traverse,Silver
North,2020-05-20T16:49:45Z,FHM-7409,Infiniti,QX60,Grey
North,2020-05-20T16:49:49Z,LFY-2171,Audi,RS7,Grey
North,2020-05-20T16:49:51Z,WND-6453,Ford,Escape,Black
North,2020-05-20T16:49:53Z,OGJ-3300,Toyota,Rav-4,Grey
North,2020-05-20T16:49:56Z,SFP-1309,BMW,3-Series,Black
North,2020-05-20T16:49:58Z,DPT-2965,Lexus,LX,Black
North,2020-05-20T16:49:59Z,SET-6071,Nissan,Titan,Blue
North,2020-05-20T16:50:04Z,SIU-8812,Nissan,350Z,Silver
North,2020-05-20T16:50:08Z,FCE-2515,Ford,F-150,Grey
North,2020-05-20T16:50:23Z,WWH-4777,Nissan,Altima,Beige
North,2020-05-20T16:50:24Z,LIU-4309,BMW,3-Series,White
North,2020-05-20T16:50:34Z,PJS-8939,Lincoln,Towncar,Silver
North,2020-05-20T16:50:36Z,MSA-7727,Mitsubishi,Lancer,Silver
North,2020-05-20T16:50:39Z,QQH-9262,Jeep,Wrangler,Black
North,2020-05-20T16:50:54Z,WPF-0281,Toyota,Forerunner,White
North,2020-05-20T16:50:56Z,IIX-2295,Toyota,Tundra,Black
North,2020-05-20T16:51:07Z,YZZ-6726,Mercedes,C-Series,Black
North,2020-05-20T16:51:11Z,LWX-5528,Volvo,S60,Red
North,2020-05-20T16:51:15Z,OXT-5303,Jeep,Cherokee,Black
North,2020-05-20T16:51:17Z,PFP-5670,Tesla,Model 3,Grey
North,2020-05-20T16:51:23Z,OHL-0927,Mazda,CX-9,White
North,2020-05-20T16:51:30Z,OWQ-9264,Toyota,Corolla,Grey
North,2020-05-20T16:51:32Z,IZN-2387,Dodge,Avenger,Red
North,2020-05-20T16:51:38Z,AYV-0858,Cadillac,Escalade,White
North,2020-05-20T16:51:47Z,ZUI-2619,Mazda,CX-3,Black
North,2020-05-20T16:51:48Z,AWG-9317,Kia,Sorento,Grey
North,2020-05-20T16:51:50Z,URQ-6122,Kia,Sedona,Black
North,2020-05-20T16:51:53Z,QRI-7417,Lexus,GX,White
North,2020-05-20T16:52:18Z,LXV-8193,Honda,HR-V,Blue
North,2020-05-20T16:52:42Z,QOE-4461,Volkswagen,Beetle,Red
North,2020-05-20T16:52:46Z,TIZ-6772,Jaguar,F-Pace,Grey
North,2020-05-20T16:52:48Z,EMP-8870,Subaru,Legacy,White
North,2020-05-20T16:52:51Z,CRV-5451,Nissan,Altima,Silver
North,2020-05-20T16:52:56Z,PGU-5690,Honda,Civic,Black
North,2020-05-20T16:53:12Z,OLZ-8555,Subaru,Ascent,Blue
North,2020-05-20T16:53:15Z,SOO-4838,Toyota,Corolla,White
North,2020-05-20T16:53:44Z,XLK-8108,BMW,X1,Silver
North,2020-05-20T16:53:47Z,BYQ-0386,Volkswagen,Golf,Grey
North,2020-05-20T16:54:01Z,AUE-7730,Ford,Mustang,Black
North,2020-05-20T16:54:10Z,KDY-4942,Saturn,Sky,Black
North,2020-05-20T16:54:12Z,UDV-1949,Chevy,Malibu,Black
North,2020-05-20T16:54:26Z,SBC-1649,Jeep,Gladiator,Green
North,2020-05-20T16:54:37Z,PCZ-1296,Volkswagen,Passat,Grey
North,2020-05-20T16:54:38Z,SVJ-7714,Toyota,Tocoma,White
North,2020-05-20T16:54:40Z,NSM-9828,Toyota,Corolla,Grey
North,2020-05-20T16:54:42Z,PAQ-6706,Mercedes,CLA-Class,Red
North,2020-05-20T16:54:44Z,EMA-8020,Lexus,RX,Blue
North,2020-05-20T16:54:46Z,BHW-1572,Tesla,Model 3,Grey
North,2020-05-20T16:54:49Z,IVF-3577,Infiniti,G37,White
North,2020-05-20T16:54:51Z,QKX-5979,Honda,Civic,Silver
North,2020-05-20T16:54:58Z,UEK-7837,Subaru,Ascent,Blue
North,2020-05-20T16:55:02Z,DRY-2852,Honda,Fit,Blue
North,2020-05-20T16:55:05Z,KBB-0882,Nissan,Xterra,Black
North,2020-05-20T16:55:09Z,JVQ-6797,Chevy,Silverado,White
North,2020-05-20T16:55:12Z,CEJ-5329,Dodge,Challenger,Orange
North,2020-05-20T16:55:21Z,ODJ-6614,Kia,Rio,Purple
North,2020-05-20T16:55:24Z,YSH-9595,Volkswagen,Passat,Grey
North,2020-05-20T16:55:33Z,WTI-4806,Honda,Civic,Grey
North,2020-05-20T16:55:38Z,BLJ-6450,Honda,Accord,Black
North,2020-05-20T16:55:43Z,UEZ-5727,Alfa Romeo,Giulia,Red
North,2020-05-20T16:55:56Z,QBF-0560,GMC,Acadia,Blue
North,2020-05-20T16:56:09Z,VAV-5219,Ford,Transit,White
North,2020-05-20T16:56:11Z,GGQ-0074,Mazda,3,Blue
North,2020-05-20T16:56:23Z,MPQ-1171,Buick,Encore,Grey
North,2020-05-20T16:56:35Z,DKQ-9270,Porsche,Panamera,Black
